size width length distance label
0.0095 0.079 0.1961 1.772 1.0
0.0013 0.0536 0.163 2.026 1.0
0.015 0.0851 0.2742 1.91 1.0
0.5177 0.1434 0.533 1.146 1.0
0.0032 0.0627 0.2314 2.239 1.0
0.018 0.0882 0.2732 1.797 1.0
0.0027 0.0632 0.2065 2.016 1.0
0.0571 0.0986 0.3543 1.623 1.0
0.2464 0.1106 0.3998 1.151 1.0
0.1442 0.1118 0.3648 1.324 1.0
0.0063 0.0748 0.2124 1.92 1.0
0.0039 0.0663 0.1972 1.844 1.0
0.0158 0.0824 0.287 1.896 1.0
0.0169 0.0787 0.2349 1.713 1.0
0.001 0.0532 0.1032 2.067 1.0
0.0016 0.0648 0.1125 1.9 1.0
0.1655 0.1169 0.3766 1.385 1.0
0.0192 0.0876 0.3194 2.005 1.0
0.0398 0.0885 0.2785 1.598 1.0
0.0441 0.092 0.2727 1.596 1.0
0.0024 0.06 0.2083 2.425 1.0
0.0088 0.0754 0.2326 1.917 1.0
0.0009 0.0566 0.1358 2.384 1.0
0.0008 0.0475 0.1457 1.934 1.0
0.0127 0.0797 0.1929 1.823 1.0
0.0232 0.0892 0.2876 1.955 1.0
0.0014 0.0585 0.1263 2.505 1.0
0.0383 0.0944 0.2728 1.805 1.0
0.0069 0.0735 0.2003 2.035 1.0
0.0284 0.0876 0.3101 1.956 1.0
0.0235 0.0918 0.3124 2.238 1.0
0.0008 0.0501 0.1036 1.99 1.0
0.138 0.1223 0.3004 1.603 1.0
0.0024 0.0626 0.1555 2.282 1.0
0.0562 0.1069 0.2388 1.693 1.0
0.0323 0.0946 0.2249 1.827 1.0
0.1647 0.1137 0.3262 1.372 1.0
0.0005 0.0491 0.0744 1.97 1.0
0.2784 0.1149 0.383 1.254 1.0
0.0019 0.0526 0.1422 1.876 1.0
0.0918 0.1099 0.3152 1.506 1.0
0.0239 0.0873 0.3288 2.054 1.0
0.0853 0.1004 0.338 1.641 1.0
0.0184 0.0857 0.2595 1.797 1.0
0.0098 0.0756 0.2417 1.883 1.0
0.0037 0.0698 0.1864 2.031 1.0
0.0099 0.0762 0.2325 1.978 1.0
0.8335 0.1756 0.4291 1.108 1.0
0.0521 0.1 0.3357 1.775 1.0
0.2298 0.1249 0.4625 1.471 1.0
0.0012 0.0546 0.1663 2.426 1.0
0.0816 0.1047 0.3066 1.551 1.0
0.0022 0.0567 0.158 2.105 1.0
0.0022 0.0582 0.1701 2.02 1.0
0.0006 0.0423 0.1149 2.386 1.0
0.0184 0.0862 0.2301 1.922 1.0
0.9309 0.2474 0.416 0.817 1.0
0.0456 0.0971 0.3388 1.929 1.0
0.1758 0.1163 0.363 1.472 1.0
0.0006 0.0402 0.0901 2.406 1.0
0.0002 0.0274 0.0438 2.0 1.0
0.004 0.0659 0.1538 1.948 1.0
0.0695 0.1067 0.3738 1.881 1.0
0.0322 0.0968 0.3047 1.996 1.0
0.001 0.0536 0.1123 2.128 1.0
0.0532 0.0991 0.2927 1.743 1.0
0.001 0.0579 0.1172 1.916 1.0
0.0119 0.081 0.1907 1.794 1.0
0.019 0.083 0.261 1.927 1.0
0.1636 0.117 0.3213 1.452 1.0
0.0013 0.0672 0.128 2.487 1.0
0.0057 0.0668 0.1635 1.96 1.0
0.0018 0.0554 0.1337 1.868 1.0
0.0076 0.0684 0.2613 2.043 1.0
0.0134 0.076 0.2321 1.803 1.0
0.0087 0.074 0.2294 1.934 1.0
0.0031 0.0875 0.1495 1.885 1.0
0.0216 0.0865 0.2891 1.903 1.0
0.0234 0.0918 0.2894 1.95 1.0
0.0012 0.0601 0.1065 2.056 1.0
0.0827 0.1097 0.3866 1.796 1.0
0.0035 0.0625 0.2003 2.115 1.0
0.0264 0.0859 0.256 1.7 1.0
0.0066 0.0757 0.2256 2.04 1.0
0.3228 0.1121 0.3773 1.18 1.0
0.5785 0.1229 0.3878 1.047 1.0
0.0049 0.0679 0.215 2.051 1.0
0.0109 0.0828 0.2385 1.875 1.0
0.029 0.0939 0.3108 1.957 1.0
0.007 0.0695 0.2056 1.964 1.0
0.0229 0.0851 0.3081 1.984 1.0
0.0081 0.0711 0.2742 2.157 1.0
0.0159 0.0809 0.2332 1.845 1.0
0.0424 0.0901 0.2873 1.654 1.0
0.0321 0.0891 0.2795 1.805 1.0
0.0021 0.0605 0.1874 2.277 1.0
0.0023 0.0595 0.1459 1.972 1.0
0.0549 0.0998 0.3229 1.71 1.0
0.6276 0.136 0.4158 1.063 1.0
0.0097 0.0769 0.1931 1.784 1.0
0.0004 0.0506 0.0739 2.334 1.0
0.1713 0.1077 0.3581 1.382 1.0
0.0026 0.0635 0.1553 1.979 1.0
0.0243 0.0879 0.2387 1.718 1.0
0.0021 0.0646 0.1513 1.898 1.0
0.0048 0.0716 0.1703 1.903 1.0
0.0011 0.0518 0.0956 1.975 1.0
0.0037 0.0672 0.2033 2.336 1.0
0.0375 0.0964 0.3347 2.008 1.0
0.0066 0.0729 0.2228 2.065 1.0
0.012 0.082 0.2677 2.127 1.0
0.0049 0.0647 0.1779 2.188 1.0
0.0315 0.1039 0.3283 2.186 1.0
0.0007 0.0478 0.0909 1.976 1.0
0.0019 0.057 0.1512 1.906 1.0
0.1331 0.1296 0.4249 1.928 1.0
0.0132 0.0779 0.2427 1.705 1.0
0.0026 0.0596 0.1993 2.428 1.0
0.0013 0.0502 0.1017 1.918 1.0
0.03 0.0976 0.3402 1.979 1.0
0.1053 0.1059 0.3464 1.569 1.0
0.462 0.1237 0.4492 1.219 1.0
0.0238 0.0931 0.3155 1.963 1.0
0.0029 0.0702 0.2264 2.249 1.0
0.0199 0.0858 0.2547 1.742 1.0
0.6024 0.1558 0.4767 1.439 1.0
0.0458 0.1054 0.3767 2.099 1.0
0.3294 0.1343 0.4316 1.473 1.0
0.0137 0.0836 0.1972 1.811 1.0
0.0002 0.028 0.0407 2.23 1.0
0.466 0.1568 0.4796 1.516 1.0
0.0042 0.0654 0.1737 1.939 1.0
0.0026 0.0654 0.1765 2.218 1.0
0.0399 0.095 0.2568 1.659 1.0
0.0021 0.0678 0.1363 2.175 1.0
0.0121 0.0779 0.1971 1.784 1.0
0.0011 0.0561 0.1403 2.652 1.0
0.0568 0.1006 0.3006 1.703 1.0
0.0157 0.0771 0.2347 1.837 1.0
0.0423 0.0935 0.2328 1.725 1.0
0.2651 0.1198 0.3472 1.376 1.0
0.0117 0.0762 0.1948 1.861 1.0
0.3011 0.1207 0.3537 1.296 1.0
0.0301 0.0919 0.2167 1.747 1.0
0.041 0.092 0.3119 1.939 1.0
0.0008 0.0467 0.103 2.202 1.0
0.0002 0.0316 0.055 1.961 1.0
0.011 0.0935 0.2289 2.157 1.0
0.2877 0.1337 0.4009 1.434 1.0
0.0519 0.1139 0.376 2.048 1.0
0.0344 0.1069 0.2951 1.871 1.0
0.0111 0.0855 0.1966 1.836 1.0
0.0738 0.1064 0.4218 1.819 1.0
0.005 0.0665 0.2145 1.927 1.0
0.234 0.1211 0.46 1.458 1.0
0.0074 0.0799 0.1868 1.801 1.0
0.0157 0.0845 0.3249 2.019 1.0
0.0016 0.0631 0.1389 1.88 1.0
0.0072 0.0733 0.2179 1.873 1.0
0.0014 0.0591 0.1185 1.943 1.0
0.0034 0.0685 0.2195 2.173 1.0
0.0024 0.0629 0.2137 2.465 1.0
0.0001 0.0 0.0388 2.064 1.0
0.0016 0.0595 0.1017 1.958 1.0
0.0008 0.053 0.1154 2.284 1.0
0.002 0.063 0.1554 2.637 1.0
0.0003 0.0337 0.0622 2.005 1.0
0.0178 0.0895 0.3412 2.084 1.0
0.0114 0.0795 0.2647 1.948 1.0
0.0186 0.0832 0.2437 1.689 1.0
0.4269 0.1199 0.3794 1.119 1.0
0.0007 0.0489 0.1095 1.936 1.0
0.6392 0.14 0.4069 1.096 1.0
0.0003 0.039 0.074 2.261 1.0
0.1327 0.1116 0.3959 1.548 1.0
0.0008 0.0453 0.1143 1.876 1.0
0.0072 0.0759 0.257 1.962 1.0
0.085 0.1067 0.3796 1.754 1.0
0.0075 0.0748 0.2114 1.911 1.0
0.7228 0.2253 0.4115 0.786 1.0
0.5953 0.1326 0.349 1.022 1.0
0.0024 0.0762 0.1747 2.1 1.0
0.0074 0.0735 0.2204 2.07 1.0
0.6868 0.1703 0.379 0.933 1.0
0.0578 0.0928 0.2666 1.607 1.0
0.0022 0.0535 0.1475 1.903 1.0
0.0324 0.0869 0.2557 1.712 1.0
0.0012 0.0818 0.1087 2.049 1.0
0.0412 0.0966 0.3581 1.84 1.0
0.0004 0.0485 0.0531 2.283 1.0
0.2216 0.1183 0.4407 1.388 1.0
0.0014 0.0753 0.1338 2.048 1.0
0.0015 0.0584 0.1324 2.016 1.0
0.0118 0.084 0.2739 1.98 1.0
0.0021 0.063 0.1659 2.166 1.0
0.0053 0.072 0.2467 2.205 1.0
0.0011 0.0657 0.2482 2.021 1.0
0.003 0.0635 0.2177 2.259 1.0
0.0629 0.1009 0.318 1.642 1.0
0.0091 0.0746 0.1878 1.797 1.0
0.0053 0.071 0.1922 1.889 1.0
0.0013 0.0538 0.1013 1.944 1.0
0.0223 0.084 0.2735 1.823 1.0
0.0137 0.0775 0.2506 1.943 1.0
0.0168 0.0845 0.3045 2.112 1.0
0.0089 0.0798 0.2634 2.126 1.0
0.0015 0.0591 0.0907 2.079 1.0
0.0067 0.0795 0.1871 2.222 1.0
0.0016 0.0609 0.0894 2.037 1.0
0.0039 0.0714 0.1658 2.258 1.0
0.2496 0.1256 0.3684 1.58 1.0
0.0299 0.0957 0.3414 2.229 1.0
0.0132 0.0866 0.1869 1.844 1.0
0.0218 0.1073 0.2862 2.103 1.0
0.3646 0.1393 0.4817 1.528 1.0
0.0354 0.0934 0.2431 1.798 1.0
0.0005 0.0576 0.0845 2.094 1.0
0.3236 0.1353 0.4092 1.455 1.0
0.0061 0.0762 0.1875 2.02 1.0
0.3062 0.1363 0.3929 1.612 1.0
0.009 0.074 0.1955 2.007 1.0
0.142 0.1146 0.3886 1.67 1.0
0.0551 0.0983 0.3483 1.941 1.0
0.0228 0.0889 0.3092 2.143 1.0
0.0592 0.0933 0.2668 1.615 1.0
0.0022 0.0685 0.1074 1.915 1.0
0.0098 0.0762 0.2484 2.078 1.0
0.0309 0.0859 0.3183 1.973 1.0
0.0457 0.093 0.245 1.662 1.0
0.0052 0.0707 0.1893 2.214 1.0
0.0375 0.0953 0.2723 1.873 1.0
0.0178 0.0804 0.207 1.788 1.0
0.001 0.055 0.116 2.032 1.0
0.0085 0.074 0.2338 2.213 1.0
0.0908 0.1012 0.3326 1.71 1.0
0.0053 0.0665 0.1827 2.149 1.0
0.0329 0.0892 0.235 1.78 1.0
0.009 0.076 0.18 1.849 1.0
0.0112 0.0747 0.2035 1.849 1.0
0.0016 0.0653 0.1146 2.057 1.0
0.1434 0.1243 0.3378 1.787 1.0
0.0036 0.0595 0.1515 1.865 1.0
0.0011 0.0576 0.1191 2.105 1.0
0.4973 0.1337 0.3903 1.366 1.0
0.0005 0.0376 0.0808 2.002 1.0
0.0004 0.0394 0.0672 2.661 1.0
0.0247 0.0906 0.2342 2.091 1.0
0.0296 0.0877 0.2182 1.931 1.0
0.0098 0.0757 0.1516 1.872 1.0
0.0004 0.0337 0.049 2.133 1.0
0.0143 0.0816 0.1729 1.928 1.0
0.0444 0.1051 0.2924 2.132 1.0
0.0035 0.0652 0.1518 2.327 1.0
0.0318 0.0948 0.2678 1.715 1.0
0.0229 0.0912 0.2695 1.833 1.0
0.0914 0.108 0.3679 1.687 1.0
0.3797 0.126 0.5125 1.38 1.0
0.0062 0.0711 0.1677 1.858 1.0
0.0605 0.1079 0.409 1.907 1.0
0.0023 0.0659 0.179 2.269 1.0
0.1401 0.1118 0.3421 1.469 1.0
0.095 0.1151 0.4341 1.798 1.0
0.0042 0.0622 0.1616 2.223 1.0
0.011 0.0755 0.1594 1.839 1.0
0.0351 0.0929 0.2593 2.008 1.0
0.0023 0.0662 0.1448 2.094 1.0
0.0043 0.0782 0.1774 2.545 1.0
0.0003 0.0417 0.056 2.074 1.0
0.0045 0.0694 0.179 2.27 1.0
0.0054 0.0753 0.1381 1.937 1.0
0.0003 0.0384 0.0595 2.307 1.0
0.0021 0.0579 0.1187 1.943 1.0
0.7549 0.1284 0.36 1.144 1.0
0.0631 0.0998 0.2657 1.75 1.0
0.0158 0.0806 0.2389 2.098 1.0
0.0057 0.0776 0.1674 1.91 1.0
0.0326 0.0945 0.2839 2.127 1.0
0.088 0.1089 0.3362 1.895 1.0
0.0024 0.0658 0.1422 1.934 1.0
0.5348 0.1099 0.39 1.09 1.0
0.0037 0.067 0.1861 2.129 1.0
0.0256 0.0859 0.2421 1.764 1.0
0.117 0.1121 0.3801 1.637 1.0
0.0479 0.0958 0.2596 1.628 1.0
0.0052 0.0701 0.2414 2.215 1.0
0.1298 0.1125 0.3619 1.568 1.0
0.0058 0.0684 0.1768 1.926 1.0
0.0037 0.0647 0.1822 2.125 1.0
0.0067 0.0732 0.2763 2.273 1.0
0.236 0.1237 0.3576 1.453 1.0
0.0098 0.0788 0.1694 1.917 1.0
0.0132 0.0842 0.2035 1.886 1.0
0.006 0.0673 0.1495 1.998 1.0
0.0119 0.0766 0.2146 1.984 1.0
0.1232 0.1122 0.4069 1.803 1.0
0.0011 0.0504 0.1118 2.059 1.0
0.002 0.0636 0.1435 1.891 1.0
0.0057 0.0681 0.2003 2.087 1.0
0.1052 0.1034 0.287 1.552 1.0
0.0004 0.0399 0.081 2.155 1.0
0.1144 0.1082 0.3899 1.753 1.0
0.015 0.0771 0.194 1.782 1.0
0.0075 0.0729 0.2142 2.07 1.0
0.6918 0.1205 0.3605 1.103 1.0
0.0302 0.0869 0.2634 1.79 1.0
0.0019 0.0593 0.1471 1.921 1.0
0.1193 0.1151 0.4072 1.702 1.0
0.7111 0.1372 0.4223 1.162 1.0
0.0806 0.1041 0.3064 1.612 1.0
0.0366 0.0893 0.287 1.822 1.0
0.0042 0.0707 0.1826 1.858 1.0
0.0298 0.0885 0.2671 1.824 1.0
0.2533 0.1127 0.3555 1.347 1.0
0.0034 0.0601 0.1745 1.948 1.0
0.0994 0.1137 0.3752 1.806 1.0
0.0612 0.1008 0.3585 1.954 1.0
0.0082 0.0833 0.263 2.338 1.0
0.0005 0.0345 0.1117 2.12 1.0
0.0336 0.0926 0.3469 2.093 1.0
0.0111 0.0742 0.2727 2.096 1.0
0.0063 0.0647 0.2074 1.98 1.0
0.735 0.1281 0.4104 1.131 1.0
0.0087 0.0689 0.2012 1.798 1.0
0.5317 0.1145 0.3655 1.152 1.0
0.0017 0.0594 0.2148 2.481 1.0
0.0894 0.1001 0.2872 1.597 1.0
0.0072 0.0744 0.1968 1.854 1.0
0.2987 0.1225 0.3562 1.37 1.0
0.0038 0.0721 0.2056 2.386 1.0
0.0336 0.0887 0.2572 1.743 1.0
0.0286 0.0869 0.2383 1.706 1.0
0.0218 0.0818 0.2455 1.717 1.0
0.0511 0.0939 0.314 1.835 1.0
0.0031 0.0584 0.1573 1.918 1.0
0.1205 0.1132 0.3681 1.853 1.0
0.001 0.0529 0.1439 2.202 1.0
0.0003 0.0274 0.1264 2.445 1.0
0.1077 0.1058 0.2821 1.61 1.0
0.0054 0.0704 0.1692 1.849 1.0
0.0043 0.075 0.1928 2.003 1.0
0.0765 0.1147 0.2281 1.742 1.0
0.0009 0.0506 0.0926 2.238 1.0
0.0119 0.0845 0.2032 2.186 1.0
0.0096 0.079 0.2267 2.487 1.0
0.0005 0.0469 0.0684 1.967 1.0
0.0355 0.1015 0.2309 2.007 1.0
0.0006 0.0459 0.0562 2.038 1.0
0.1405 0.1126 0.3789 1.608 1.0
0.0522 0.0952 0.2765 1.591 1.0
0.124 0.1131 0.3589 1.6 1.0
0.104 0.1137 0.4164 1.787 1.0
0.0029 0.0602 0.1432 1.938 1.0
0.0163 0.0858 0.2334 1.745 1.0
0.0185 0.0826 0.2027 1.759 1.0
0.1 0.1074 0.3395 1.598 1.0
0.0332 0.0891 0.2476 1.656 1.0
0.0079 0.074 0.2161 1.979 1.0
0.568 0.1217 0.3618 1.156 1.0
0.0416 0.0938 0.2387 1.753 1.0
0.1485 0.1126 0.3385 1.614 1.0
0.0845 0.105 0.2762 1.692 1.0
0.003 0.0699 0.1451 2.094 1.0
0.1271 0.1085 0.3538 1.716 1.0
0.4468 0.1307 0.4223 1.332 1.0
0.6609 0.1292 0.4056 1.182 1.0
0.024 0.0886 0.3225 2.139 1.0
0.027 0.091 0.332 2.075 1.0
0.0044 0.0722 0.1936 2.096 1.0
0.0045 0.0731 0.2095 2.211 1.0
0.0483 0.0921 0.3144 1.791 1.0
0.0088 0.0738 0.2499 2.085 1.0
0.0111 0.0751 0.2837 2.199 1.0
0.0181 0.0857 0.2467 1.901 1.0
0.6441 0.1306 0.4109 1.192 1.0
0.0076 0.0763 0.1903 1.804 1.0
0.0579 0.0964 0.3619 1.905 1.0
0.0059 0.0687 0.1814 1.822 1.0
0.0017 0.0562 0.1431 2.477 1.0
0.0005 0.0444 0.1045 2.347 1.0
0.0036 0.065 0.1831 2.214 1.0
0.6541 0.1261 0.3865 1.169 1.0
0.0352 0.0931 0.3231 2.098 1.0
0.0741 0.102 0.264 1.629 1.0
0.0041 0.0657 0.2477 2.415 1.0
0.0076 0.0715 0.2226 2.044 1.0
0.0116 0.0817 0.2601 2.089 1.0
0.0018 0.0506 0.198 2.216 1.0
0.0095 0.075 0.1909 1.823 1.0
0.0013 0.0616 0.0963 1.922 1.0
0.0108 0.0776 0.1972 1.876 1.0
0.3187 0.12 0.3428 1.346 1.0
0.1413 0.1136 0.3489 1.482 1.0
0.0007 0.0491 0.0968 1.953 1.0
0.0004 0.0435 0.057 1.981 1.0
0.3064 0.1217 0.4194 1.374 1.0
0.1694 0.1194 0.3977 1.563 1.0
0.0022 0.0579 0.1972 2.272 1.0
0.1966 0.1139 0.38 1.477 1.0
0.0193 0.0835 0.3072 1.757 1.0
0.0011 0.0501 0.1113 1.896 1.0
0.0095 0.0757 0.2532 2.13 1.0
0.0094 0.0769 0.264 2.163 1.0
0.0075 0.0792 0.1775 1.834 1.0
0.0115 0.0751 0.2722 2.066 1.0
0.0013 0.0489 0.1625 2.33 1.0
0.0696 0.0952 0.2986 1.636 1.0
0.0089 0.0742 0.1931 1.806 1.0
0.1428 0.1089 0.3863 1.596 1.0
0.0041 0.0754 0.1416 1.92 1.0
0.0593 0.0929 0.285 1.617 1.0
0.0468 0.0935 0.2607 1.647 1.0
0.1649 0.1111 0.3812 1.461 1.0
0.0636 0.0988 0.2999 1.649 1.0
0.0527 0.1013 0.3684 1.915 1.0
0.0033 0.0567 0.2257 2.499 1.0
0.0131 0.0767 0.2399 1.861 1.0
0.0011 0.0474 0.1005 2.001 1.0
0.0053 0.0726 0.1722 2.019 1.0
0.0084 0.0719 0.2533 2.248 1.0
0.1567 0.1312 0.3255 1.77 1.0
0.0716 0.114 0.3461 2.118 1.0
0.118 0.1208 0.2618 1.683 1.0
0.0018 0.0731 0.115 2.058 1.0
0.0177 0.097 0.188 1.91 1.0
0.2164 0.1334 0.3054 1.59 1.0
0.2967 0.1221 0.3702 1.346 1.0
0.1043 0.1069 0.3011 1.564 1.0
0.0009 0.0485 0.0883 1.966 1.0
0.0025 0.0562 0.1619 1.918 1.0
0.0828 0.1083 0.3728 1.818 1.0
0.006 0.0723 0.2384 2.366 1.0
0.0071 0.0752 0.1696 1.84 1.0
0.1987 0.1207 0.3598 1.607 1.0
0.0055 0.0654 0.1539 1.922 1.0
0.001 0.0517 0.0957 1.923 1.0
0.156 0.1085 0.2995 1.551 1.0
0.1113 0.1095 0.3641 1.78 1.0
0.0005 0.0375 0.1111 2.502 1.0
0.0038 0.0638 0.1728 2.009 1.0
0.0372 0.0882 0.3054 1.959 1.0
0.9007 0.1586 0.3652 0.992 1.0
0.0009 0.06 0.0978 1.915 1.0
0.0269 0.0852 0.2647 1.888 1.0
0.0533 0.0988 0.3399 2.0 1.0
0.4448 0.1202 0.3765 1.223 1.0
0.0004 0.0396 0.0575 2.089 1.0
0.1967 0.1275 0.2915 1.581 1.0
0.0016 0.0567 0.0851 1.935 1.0
0.0035 0.0693 0.1803 2.542 1.0
0.0033 0.0686 0.1195 1.978 1.0
0.0219 0.0836 0.2757 1.753 1.0
0.005 0.0668 0.1746 1.865 1.0
0.0079 0.0767 0.2953 2.302 1.0
0.0211 0.0878 0.2396 1.71 1.0
0.5672 0.1271 0.435 1.263 1.0
0.0284 0.0924 0.2596 1.687 1.0
0.027 0.0964 0.3686 2.131 1.0
0.008 0.073 0.2357 2.006 1.0
0.1749 0.1134 0.3428 1.453 1.0
0.0072 0.0716 0.2556 2.117 1.0
0.0023 0.0571 0.1524 1.87 1.0
0.0303 0.0963 0.34 2.146 1.0
0.0771 0.0983 0.2847 1.609 1.0
0.0454 0.0982 0.3524 2.008 1.0
0.0024 0.0596 0.1581 1.89 1.0
0.0005 0.0417 0.0594 2.138 1.0
0.0006 0.0433 0.0835 2.183 1.0
0.0013 0.0614 0.1805 2.253 1.0
0.0024 0.0587 0.2366 2.425 1.0
0.004 0.0665 0.1574 1.841 1.0
0.0915 0.1015 0.3026 1.566 1.0
0.0862 0.1086 0.3809 1.85 1.0
0.0049 0.0643 0.2401 2.237 1.0
0.0012 0.0548 0.1038 1.965 1.0
0.0045 0.0684 0.1714 1.839 1.0
0.0031 0.0627 0.1643 1.945 1.0
0.0012 0.0453 0.1375 2.318 1.0
0.0013 0.0537 0.1208 2.054 1.0
0.0205 0.084 0.2876 2.118 1.0
0.0119 0.0779 0.1959 1.844 1.0
0.0024 0.0655 0.135 2.061 1.0
0.015 0.083 0.2843 2.282 1.0
0.0726 0.0951 0.2824 1.626 1.0
0.0002 0.0219 0.0505 2.403 1.0
0.0042 0.068 0.2421 2.401 1.0
0.3527 0.1237 0.3763 1.316 1.0
0.0038 0.0725 0.2256 2.431 1.0
0.0016 0.0649 0.1204 1.91 1.0
0.0638 0.106 0.3788 1.959 1.0
0.0845 0.1028 0.3624 1.766 1.0
0.4237 0.1284 0.3902 1.303 1.0
0.2948 0.1274 0.4334 1.532 1.0
0.0083 0.0711 0.217 1.871 1.0
0.0003 0.0445 0.0473 2.49 1.0
0.0024 0.0625 0.2274 2.302 1.0
0.0271 0.0912 0.333 2.092 1.0
0.0037 0.0612 0.2484 2.11 1.0
0.0951 0.1067 0.3713 1.722 1.0
0.0529 0.0938 0.2759 1.622 1.0
0.0112 0.0755 0.2146 1.766 1.0
0.0137 0.0748 0.2566 1.904 1.0
0.0068 0.0764 0.1663 2.049 1.0
0.0795 0.1044 0.2639 1.65 1.0
0.0285 0.0859 0.2174 1.809 1.0
0.0024 0.0581 0.1738 2.598 1.0
0.085 0.1045 0.3142 1.816 1.0
0.002 0.0505 0.1446 2.091 1.0
0.0417 0.094 0.2897 1.955 1.0
0.088 0.1027 0.2937 1.736 1.0
0.0128 0.0844 0.2567 2.179 1.0
0.1067 0.1105 0.3276 1.637 1.0
0.0033 0.0632 0.198 2.27 1.0
0.0819 0.106 0.2819 1.645 1.0
0.0055 0.0772 0.2128 2.307 1.0
0.0316 0.0924 0.2348 1.747 1.0
0.0179 0.086 0.2925 2.114 1.0
0.0269 0.0936 0.3335 2.195 1.0
0.0162 0.0831 0.2638 2.07 1.0
0.0037 0.0627 0.1726 2.003 1.0
0.1332 0.1159 0.4045 1.759 1.0
0.0826 0.1044 0.2879 1.61 1.0
0.0858 0.1023 0.3151 1.69 1.0
0.0024 0.059 0.1945 2.529 1.0
0.2214 0.1138 0.3768 1.434 1.0
0.0017 0.0527 0.1287 1.914 1.0
0.0118 0.0782 0.1939 1.892 1.0
0.3259 0.1209 0.3927 1.348 1.0
0.0428 0.0915 0.28 1.79 1.0
0.0363 0.1003 0.2967 2.095 1.0
0.0014 0.0567 0.1316 2.321 1.0
0.0015 0.062 0.1185 2.009 1.0
0.5306 0.144 0.4776 1.458 1.0
0.1899 0.1303 0.4151 1.836 1.0
0.0126 0.0803 0.2381 1.925 1.0
0.0374 0.1023 0.296 1.95 1.0
0.0039 0.067 0.2152 2.544 1.0
0.0047 0.075 0.1852 1.841 1.0
0.0062 0.0745 0.2211 2.285 1.0
0.1184 0.1091 0.3675 1.736 1.0
0.0066 0.0764 0.2456 2.39 1.0
0.0045 0.0682 0.1927 2.16 1.0
0.0005 0.0431 0.105 1.948 1.0
0.0491 0.0922 0.2746 1.757 1.0
0.1736 0.1118 0.3029 1.459 1.0
0.0073 0.0724 0.1783 1.842 1.0
0.01 0.0782 0.1916 1.872 1.0
0.0222 0.0883 0.2675 2.01 1.0
0.0074 0.0793 0.1569 1.985 1.0
0.0006 0.045 0.0822 2.267 1.0
0.1412 0.1192 0.2962 1.618 1.0
0.0097 0.0817 0.2289 2.473 1.0
0.0787 0.1078 0.4136 1.721 1.0
0.002 0.0632 0.1397 2.075 1.0
0.0219 0.0881 0.3354 2.02 1.0
0.0075 0.0715 0.2102 1.836 1.0
0.0324 0.0872 0.2605 1.653 1.0
0.001 0.0476 0.1449 2.189 1.0
0.024 0.084 0.2466 1.668 1.0
0.004 0.0696 0.1922 2.558 1.0
0.2803 0.1241 0.3497 1.441 1.0
0.001 0.051 0.1168 2.668 1.0
0.0062 0.0741 0.223 2.504 1.0
0.4041 0.1285 0.3905 1.338 1.0
0.0023 0.0664 0.1031 1.928 1.0
0.0048 0.0686 0.1827 2.365 1.0
0.0259 0.0908 0.3299 2.083 1.0
0.1418 0.1129 0.3998 1.683 1.0
0.0133 0.0762 0.28 2.151 1.0
0.6931 0.1264 0.3684 1.115 1.0
0.291 0.1231 0.402 1.425 1.0
0.0656 0.0991 0.2976 1.673 1.0
0.043 0.091 0.2961 1.827 1.0
0.0057 0.0678 0.1874 1.921 1.0
0.0004 0.0436 0.0594 2.057 1.0
0.0028 0.0669 0.2665 2.368 1.0
0.0047 0.0677 0.1776 1.886 1.0
0.13 0.1071 0.3245 1.497 1.0
0.0043 0.0674 0.2572 2.355 1.0
0.0144 0.08 0.3094 2.19 1.0
0.0031 0.0628 0.2287 2.314 1.0
0.0046 0.0664 0.1735 1.819 1.0
0.1757 0.1191 0.374 1.423 1.0
0.0016 0.0583 0.1674 2.338 1.0
0.0052 0.0758 0.2124 2.05 1.0
0.0419 0.0945 0.3807 1.917 1.0
0.0028 0.0715 0.1615 1.993 1.0
0.1983 0.1159 0.3616 1.35 1.0
0.0061 0.0687 0.2371 1.921 1.0
0.0071 0.0767 0.1908 1.806 1.0
0.0004 0.04 0.1361 2.041 1.0
0.0016 0.0616 0.1496 2.004 1.0
0.0226 0.0869 0.2482 1.757 1.0
0.0006 0.0394 0.149 2.003 1.0
0.0024 0.0624 0.1748 2.018 1.0
0.04 0.0985 0.372 1.929 1.0
0.3943 0.1209 0.3999 1.205 1.0
0.0086 0.07 0.269 2.062 1.0
0.0353 0.0917 0.2777 1.752 1.0
0.0231 0.0834 0.2451 1.704 1.0
0.0235 0.0982 0.1945 1.788 1.0
0.002 0.0607 0.1283 2.386 1.0
0.0082 0.0728 0.2196 2.307 1.0
0.0032 0.0747 0.1192 1.909 1.0
0.8231 0.1633 0.3657 0.933 1.0
0.5498 0.1143 0.3823 1.086 1.0
0.4347 0.112 0.4102 1.157 1.0
0.0052 0.0734 0.2177 2.2 1.0
0.0023 0.0585 0.1419 1.992 1.0
0.5075 0.1166 0.3897 1.117 1.0
0.0166 0.0795 0.2334 1.756 1.0
0.2194 0.1102 0.3504 1.383 1.0
0.0323 0.0919 0.3267 2.037 1.0
0.0221 0.0895 0.3004 2.063 1.0
0.0075 0.0723 0.2335 2.474 1.0
0.0092 0.0831 0.1882 2.063 1.0
0.0004 0.0414 0.0718 2.191 1.0
